Gm#,Date,,HomeTeam,AwayTeam,W/L,R,RA,Inn,HomeWL,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,HomeStreak,Orig. Scheduled,HomeGame,umpire-HP,umpire-1B,umpire-2B,umpire-3B,temperature,wind,weather,start_time,stadium,turf,Index,year
47,201905200,boxscore,LAA,MIN,L,1,3,,22-25,4, 9.5,Rogers,Buttrey,Parker,3:28,N,"34,177",--,,True,Gary Cederstrom,Marvin Hudson,Adrian Johnson,Quinn Wolcott,65° F,8mph from Right to Left,Sunny,7:09 p.m. Local,Angel Stadium of Anaheim,grass,690,2019
47,201905200,boxscore,TOR,BOS,L,2,12,,19-28,4, 10.5,Price,Jackson,,2:56,D,"26,794",-,,True,Mark Wegner,Alan Porter,Roberto Ortiz,Stu Scheurwater,68° F,0mph,In Dome,1:07 p.m. Local,Rogers Centre,turf,691,2019
48,201905200,boxscore,SDP,ARI,W,2,1,,24-24,3, 7.0,Paddack,Weaver,Yates,2:40,N,"17,578",+,,True,Marty Foster,Jerry Meals,Ron Kulpa,Gabe Morales,63° F,11mph from Left to Right,Cloudy,7:12 p.m. Local,Petco Park,grass,692,2019
45,201905200,boxscore,TEX,SEA,W,10,9,,22-23,2, 8.5,Minor,Leake,,2:53,N,"18,796",++,,True,Eric Cooper,Andy Fletcher,Will Little,Joe West,85° F,20mph from Right to Left,Cloudy,7:09 p.m. Local,Globe Life Park in Arlington,grass,693,2019
46,201905200,boxscore,CLE,OAK,L,4,6,,25-21,2, 5.5,Anderson,Carrasco,Treinen,3:19,N,"12,563",-,,True,Nic Lentz,Dana DeMuth,Angel Hernandez,Carlos Torres,56° F,15mph from Left to Right,Cloudy,6:10 p.m. Local,Progressive Field,grass,694,2019
45,201905200,boxscore,CHC,PHI,L,4,5,10,27-18,1,up 1.0,Neris,Ryan,Nicasio,3:34,N,"37,909",-,,True,Vic Carapazza,Hunter Wendelstedt,Chris Segal,Mark Carlson,50° F,5mph in from Rightfield,Cloudy,7:07 p.m. Local,Wrigley Field,grass,695,2019
46,201905200,boxscore,NYM,WSN,W,5,3,,21-25,3, 6.5,Gagnon,Corbin,Diaz,3:12,N,"22,335",+,,True,Paul Emmel,Mike Estabrook,Ryan Blakney,Bruce Dreckman,83° F,16mph out to Rightfield,Cloudy,7:10 p.m. Local,Citi Field,grass,696,2019
46,201905200,boxscore,SFG,ATL,L,1,4,,20-26,5, 10.0,Soroka,Suarez,Newcomb,2:23,N,"29,815",-,,True,Bill Welke,Lance Barrett,Chris Guccione,Mike Everitt,56° F,15mph out to Centerfield,Cloudy,6:45 p.m. Local,Oracle Park,grass,697,2019
47,201905200,boxscore,BAL,NYY,L,7,10,,15-32,5, 14.5,Britton,Givens,Chapman,3:35,N,"16,457",---,,True,Sean Barber,Larry Vanover,David Rackley,Jim Reynolds,81° F,9mph out to Rightfield,Cloudy,7:05 p.m. Local,Oriole Park at Camden Yards,grass,698,2019
48,201905200,boxscore,HOU,CHW,W,3,0,,32-16,1,up 8.5,Peacock,Burr,Osuna,2:40,N,"24,364",+,,True,James Hoye,Mark Ripperger,Jeff Kellogg,Brian O'Nora,73° F,0mph,In Dome,7:10 p.m. Local,Minute Maid Park,grass,699,2019
45,201905210,boxscore,TBR,LAD,L,3,7,,27-18,2, 2.0,Kershaw,Wood,,3:10,N,"15,862",--,,True,Doug Eddings,Bill Miller,Chris Conroy,Jeremie Rehak,72° F,0mph,In Dome,7:10 p.m. Local,Tropicana Field,turf,700,2019
49,201905210,boxscore,SDP,ARI,W,3,2,,25-24,2, 7.0,Strahm,Greinke,Yates,2:21,N,"19,969",++,,True,Jerry Meals,Ron Kulpa,Gabe Morales,Marty Foster,62° F,15mph from Left to Right,Cloudy,7:10 p.m. Local,Petco Park,grass,701,2019
50,201905210,boxscore,MIL,CIN,L,0,3,,28-22,2, 2.0,Gray,Gonzalez,Iglesias,2:39,N,"36,829",-,,True,Chad Whitson,Mike Muchlinski,Mike Winters,Tim Timmons,62° F,0mph,In Dome,6:41 p.m. Local,Miller Park,grass,702,2019
46,201905210,boxscore,CHC,PHI,W-wo,3,2,,28-18,1,up 2.0,Ryan,Nicasio,,3:34,N,"36,768",+,,True,Hunter Wendelstedt,Chris Segal,Mark Carlson,Vic Carapazza,50° F,16mph from Right to Left,Overcast,6:07 p.m. Local,Wrigley Field,grass,703,2019
47,201905210,boxscore,SFG,ATL,W-wo,4,3,,21-26,5, 10.0,Gott,Jackson,,3:16,N,"28,030",+,,True,Lance Barrett,Chris Guccione,Mike Everitt,Bill Welke,57° F,25mph out to Rightfield,Cloudy,6:45 p.m. Local,Oracle Park,grass,704,2019
47,201905210,boxscore,CLE,OAK,L,3,5,,25-22,2, 6.5,Hendriks,Bauer,Treinen,3:22,N,"13,705",--,,True,Dana DeMuth,Angel Hernandez,Carlos Torres,Nic Lentz,55° F,5mph in from Centerfield,Cloudy,6:10 p.m. Local,Progressive Field,grass,705,2019
48,201905210,boxscore,BAL,NYY,L,4,11,,15-33,5, 15.5,German,Hess,Hale,2:49,N,"17,389",----,,True,Larry Vanover,David Rackley,Jim Reynolds,Sean Barber,71° F,7mph out to Rightfield,Cloudy,7:06 p.m. Local,Oriole Park at Camden Yards,grass,706,2019
47,201905210,boxscore,NYM,WSN,W-wo,6,5,,22-25,3, 5.5,Diaz,Rainey,,3:05,N,"24,631",++,,True,Mike Estabrook,Ryan Blakney,Bruce Dreckman,Paul Emmel,70° F,18mph from Left to Right,Sunny,7:10 p.m. Local,Citi Field,grass,707,2019
49,201905210,boxscore,HOU,CHW,W,5,1,,33-16,1,up 8.5,Verlander,Covey,,2:53,N,"31,392",++,,True,Mark Ripperger,Jeff Kellogg,Brian O'Nora,James Hoye,73° F,0mph,In Dome,7:10 p.m. Local,Minute Maid Park,grass,708,2019
48,201905210,boxscore,LAA,MIN,L,3,8,,22-26,4, 10.5,Pineda,Bard,,3:27,N,"32,316",---,,True,Marvin Hudson,Adrian Johnson,Quinn Wolcott,Gary Cederstrom,63° F,8mph out to Centerfield,Cloudy,7:07 p.m. Local,Angel Stadium of Anaheim,grass,709,2019
48,201905210,boxscore,TOR,BOS,W,10,3,,20-28,4, 10.5,Stroman,Rodriguez,,3:17,N,"14,407",+,,True,Alan Porter,Roberto Ortiz,Stu Scheurwater,Mark Wegner,68° F,0mph,In Dome,7:08 p.m. Local,Rogers Centre,turf,710,2019
45,201905210,boxscore,PIT,COL,L,0,5,,24-21,3, 3.5,Marquez,Archer,,2:41,N,"12,265",-,,True,Todd Tichenor,Tom Hallion,Adam Hamari,Phil Cuzzi,61° F,4mph out to Rightfield,Cloudy,7:08 p.m. Local,PNC Park,grass,711,2019
46,201905210,boxscore,TEX,SEA,W,5,3,,23-23,2, 8.5,Lynn,Milone,Kelley,2:56,N,"19,157",+++,,True,Andy Fletcher,Will Little,Joe West,Eric Cooper,82° F,12mph from Right to Left,Sunny,7:08 p.m. Local,Globe Life Park in Arlington,grass,712,2019
46,201905210,boxscore,DET,MIA,L,4,5,11,18-28,4, 13.0,Anderson,Jimenez,,3:29,N,"15,565",--------,,True,Paul Nauert,CB Bucknor,D.J. Reyburn,Fieldin Culbreth,60° F,6mph from Left to Right,Cloudy,7:10 p.m. Local,Comerica Park,grass,713,2019
47,201905220,boxscore,CHC,PHI,W,8,4,,29-18,1,up 2.0,Chatwood,Irvin,,3:04,N,"39,246",++,,True,Chris Segal,Mark Carlson,Vic Carapazza,Hunter Wendelstedt,80° F,18mph out to Centerfield,Cloudy,7:05 p.m. Local,Wrigley Field,grass,714,2019
47,201905220,boxscore,DET,MIA,L,3,6,,18-29,4, 13.5,Urena,Farmer,Romo,3:01,N,"14,506",---------,,True,CB Bucknor,D.J. Reyburn,Fieldin Culbreth,Paul Nauert,69° F,8mph out to Leftfield,Cloudy,7:10 p.m. Local,Comerica Park,grass,715,2019
51,201905220,boxscore,MIL,CIN,W,11,9,,29-22,2, 2.0,Guerra,Peralta,Hader,3:48,D,"35,330",+,,True,Mike Muchlinski,Mike Winters,Tim Timmons,Chad Whitson,63° F,0mph,In Dome,12:10 p.m. Local,Miller Park,grass,716,2019
48,201905220,boxscore,NYM,WSN,W,6,1,,23-25,3, 4.5,Gagnon,Barraclough,,2:59,N,"27,188",+++,,True,Ryan Blakney,Bruce Dreckman,Paul Emmel,Mike Estabrook,73° F,7mph from Right to Left,Cloudy,7:10 p.m. Local,Citi Field,grass,717,2019
50,201905220,boxscore,HOU,CHW,L,4,9,,33-17,1,up 7.5,Nova,Cole,,3:16,N,"30,237",-,,True,Jeff Kellogg,Brian O'Nora,James Hoye,Mark Ripperger,73° F,0mph,In Dome,7:10 p.m. Local,Minute Maid Park,grass,718,2019
47,201905220,boxscore,TEX,SEA,W,2,1,,24-23,2, 7.5,Sampson,Gonzales,Kelley,2:27,D,"22,400",++++,,True,Will Little,Joe West,Eric Cooper,Andy Fletcher,86° F,18mph from Right to Left,Overcast,1:07 p.m. Local,Globe Life Park in Arlington,grass,719,2019
46,201905220,boxscore,PIT,COL,L,3,9,,24-22,3, 4.5,Gray,DuRapau,,3:25,N,"9,534",--,,True,Tom Hallion,Adam Hamari,Phil Cuzzi,Todd Tichenor,79° F,8mph out to Centerfield,Cloudy,7:08 p.m. Local,PNC Park,grass,720,2019
49,201905220,boxscore,BAL,NYY,L,5,7,,15-34,5, 16.5,Sabathia,Straily,Chapman,3:18,N,"17,849",-----,,True,David Rackley,Jim Reynolds,Sean Barber,Larry Vanover,73° F,5mph out to Leftfield,Cloudy,7:07 p.m. Local,Oriole Park at Camden Yards,grass,721,2019
50,201905220,boxscore,SDP,ARI,W,5,2,,26-24,2, 6.0,Lauer,Kelly,Yates,2:57,D,"18,715",+++,,True,Ron Kulpa,Gabe Morales,Marty Foster,Jerry Meals,64° F,15mph from Left to Right,Cloudy,12:41 p.m. Local,Petco Park,grass,722,2019
48,201905220,boxscore,SFG,ATL,L,2,9,,21-27,5, 10.0,Fried,Samardzija,,2:48,N,"31,402",-,,True,Chris Guccione,Mike Everitt,Bill Welke,Lance Barrett,63° F,16mph out to Centerfield,Cloudy,6:45 p.m. Local,Oracle Park,grass,723,2019
49,201905220,boxscore,TOR,BOS,L,5,6,13,20-29,4, 11.5,Hembree,Cordero,,4:30,N,"18,285",-,,True,Roberto Ortiz,Stu Scheurwater,Mark Wegner,Alan Porter,68° F,0mph,In Dome,7:07 p.m. Local,Rogers Centre,turf,724,2019
48,201905220,boxscore,CLE,OAK,L,2,7,,25-23,2, 7.0,Montas,Rodriguez,,3:14,D,"17,010",---,,True,Angel Hernandez,Carlos Torres,Nic Lentz,Dana DeMuth,71° F,17mph out to Rightfield,Overcast,1:10 p.m. Local,Progressive Field,grass,725,2019
46,201905220,boxscore,TBR,LAD,W,8,1,,28-18,2, 2.0,Pagan,Floro,,2:51,N,"12,826",+,,True,Bill Miller,Chris Conroy,Jeremie Rehak,Doug Eddings,72° F,0mph,In Dome,7:10 p.m. Local,Tropicana Field,turf,726,2019
48,201905221,boxscore,STL,KCR,L,2,8,,24-24,4, 5.0,Keller,Wacha,,2:44,D,"42,725",--,2019-05-21 (Rain),True,Tripp Gibson,John Libka,Alfonso Marquez,Scott Barry,78° F,14mph in from Rightfield,Cloudy,12:15 p.m. Local,Busch Stadium III,grass,727,2019
49,201905222,boxscore,STL,KCR,W,10,3,,25-24,4, 5.0,Wainwright,Bailey,,3:30,N,"42,529",+,,True,Jansen Visconti,Alfonso Marquez,Scott Barry,John Libka,82° F,14mph in from Rightfield,Sunny,6:46 p.m. Local,Busch Stadium III,grass,728,2019
47,201905230,boxscore,PIT,COL,W,14,6,,25-22,3, 3.5,Lyles,Senzatela,,3:01,D,"15,490",+,,True,Adam Hamari,Phil Cuzzi,Todd Tichenor,Tom Hallion,73° F,14mph out to Leftfield,Cloudy,12:37 p.m. Local,PNC Park,grass,729,2019
48,201905230,boxscore,DET,MIA,L,2,5,,18-30,4, 14.5,Kinley,Greene,Romo,2:58,D,"17,214",----------,,True,D.J. Reyburn,Fieldin Culbreth,Paul Nauert,CB Bucknor,76° F,7mph from Left to Right,Cloudy,1:10 p.m. Local,Comerica Park,grass,730,2019
49,201905230,boxscore,LAA,MIN,L,7,16,,22-27,4, 10.0,Perez,Harvey,,3:27,D,"30,992",----,2019-05-22 (Wet Grounds),True,Adrian Johnson,Quinn Wolcott,Gary Cederstrom,Marvin Hudson,64° F,9mph out to Centerfield,Cloudy,1:08 p.m. Local,Angel Stadium of Anaheim,grass,731,2019
49,201905230,boxscore,SFG,ATL,L,4,5,13,21-28,5, 10.5,Jackson,Moronta,,4:21,D,"32,463",--,,True,Mike Everitt,Bill Welke,Lance Barrett,Chris Guccione,65° F,11mph out to Centerfield,Cloudy,12:45 p.m. Local,Oracle Park,grass,732,2019
50,201905230,boxscore,TOR,BOS,L,2,8,,20-30,4, 12.5,Weber,Gaviglio,,3:01,D,"36,526",--,,True,Stu Scheurwater,Mark Wegner,Alan Porter,Roberto Ortiz,68° F,0mph,In Dome,12:36 p.m. Local,Rogers Centre,turf,733,2019
51,201905230,boxscore,HOU,CHW,L,0,4,,33-18,1,up 7.0,Giolito,Martin,,2:40,N,"26,073",--,,True,Brian O'Nora,James Hoye,Mark Ripperger,Jeff Kellogg,73° F,0mph,In Dome,7:10 p.m. Local,Minute Maid Park,grass,734,2019
49,201905230,boxscore,CLE,TBR,L,2,7,,25-24,2, 8.0,Yarbrough,Plutko,,2:47,N,"18,884",----,,True,Joe West,Eric Cooper,Andy Fletcher,Will Little,72° F,18mph out to Rightfield,Cloudy,6:10 p.m. Local,Progressive Field,grass,735,2019
48,201905230,boxscore,CHC,PHI,L,7,9,,29-19,1,up 1.5,Nola,Lester,Neris,3:55,D,"37,173",-,,True,Mark Carlson,Vic Carapazza,Hunter Wendelstedt,Chris Segal,74° F,18mph from Left to Right,Sunny,1:21 p.m. Local,Wrigley Field,grass,736,2019
50,201905230,boxscore,BAL,NYY,L,5,6,,15-35,5, 17.5,Kahnle,Givens,Britton,3:02,D,"30,624",------,,True,Jim Reynolds,Sean Barber,Larry Vanover,David Rackley,77° F,7mph in from Leftfield,Cloudy,12:36 p.m. Local,Oriole Park at Camden Yards,grass,737,2019
49,201905230,boxscore,NYM,WSN,W,6,4,,24-25,3, 4.5,Gsellman,Suero,Diaz,2:53,D,"29,962",++++,,True,Bruce Dreckman,Paul Emmel,Mike Estabrook,Ryan Blakney,65° F,12mph out to Leftfield,Cloudy,12:10 p.m. Local,Citi Field,grass,738,2019
50,201905240,boxscore,MIN,CHW,W,11,4,,34-16,1,up 8.0,Berrios,Lopez,,3:27,N,"29,638",++++,,True,Sean Barber,Larry Vanover,David Rackley,Jim Reynolds,72° F,13mph out to Leftfield,Cloudy,7:11 p.m. Local,Target Field,grass,739,2019
49,201905240,boxscore,COL,BAL,W-wo,8,6,,23-26,4, 9.0,Oberg,Givens,,3:17,N,"32,397",+,,True,Quinn Wolcott,Gary Cederstrom,Marvin Hudson,Adrian Johnson,70° F,8mph in from Leftfield,Cloudy,6:43 p.m. Local,Coors Field,grass,740,2019
50,201905240,boxscore,CLE,TBR,W,3,1,,26-24,2, 8.0,Cole,Alvarado,Hand,3:20,N,"24,084",+,,True,Eric Cooper,Andy Fletcher,Will Little,Joe West,64° F,8mph in from Centerfield,Cloudy,7:10 p.m. Local,Progressive Field,grass,741,2019
50,201905240,boxscore,STL,ATL,L,2,5,,25-25,4, 4.5,Foltynewicz,Mikolas,,2:44,N,"44,630",-,,True,Jordan Baker,Vic Carapazza,Hunter Wendelstedt,Mark Carlson,86° F,14mph from Right to Left,Sunny,7:16 p.m. Local,Busch Stadium III,grass,742,2019
52,201905240,boxscore,OAK,SEA,W,6,2,,27-25,2, 7.0,Trivino,LeBlanc,,3:25,N,"12,902",++++++++,,True,Bill Welke,Lance Barrett,Chris Guccione,Mike Everitt,58° F,14mph from Left to Right,Cloudy,7:08 p.m. Local,Oakland-Alameda County Coliseum,grass,743,2019
52,201905240,boxscore,MIL,PHI,L,4,6,,29-23,2, 1.5,Velasquez,Peralta,Neris,3:23,N,"40,254",-,,True,Paul Emmel,Mike Estabrook,Ryan Blakney,Bruce Dreckman,68° F,0mph,In Dome,7:10 p.m. Local,Miller Park,grass,744,2019
50,201905240,boxscore,SFG,ARI,L,2,18,,21-29,5, 11.5,Ray,Pomeranz,Godley,3:35,N,"31,777",---,,True,James Hoye,Mark Ripperger,Tom Woodring,Brian O'Nora,57° F,15mph out to Centerfield,Cloudy,7:15 p.m. Local,Oracle Park,grass,745,2019
50,201905240,boxscore,LAA,TEX,L,3,4,,22-28,4, 11.0,Smyly,Bedrosian,Kelley,3:13,N,"43,806",-----,,True,Mark Wegner,Alan Porter,Roberto Ortiz,Stu Scheurwater,68° F,7mph from Right to Left,Sunny,7:08 p.m. Local,Angel Stadium of Anaheim,grass,746,2019
51,201905240,boxscore,TOR,SDP,L,3,6,,20-31,4, 13.0,Wisler,Hudson,Stammen,2:49,N,"19,480",---,,True,Phil Cuzzi,Todd Tichenor,Tom Hallion,Adam Hamari,68° F,0mph,In Dome,7:08 p.m. Local,Rogers Centre,turf,747,2019
52,201905240,boxscore,HOU,BOS,W,4,3,,34-18,1,up 7.0,Miley,Sale,Osuna,2:48,N,"35,606",+,,True,Alfonso Marquez,Scott Barry,Tripp Gibson,Jansen Visconti,73° F,0mph,In Dome,7:10 p.m. Local,Minute Maid Park,grass,748,2019
51,201905240,boxscore,WSN,MIA,W,12,10,,20-31,4, 10.0,Barraclough,Anderson,Doolittle,3:59,N,"29,173",+,,True,Mike Winters,Tim Timmons,Chad Whitson,Mike Muchlinski,82° F,14mph in from Leftfield,Cloudy,7:05 p.m. Local,Nationals Park,grass,749,2019
49,201905240,boxscore,CHC,CIN,L,5,6,,29-20,1,up 1.5,Hernandez,Cishek,Iglesias,3:19,D,"35,266",--,,True,Chris Conroy,Jeremie Rehak,Doug Eddings,Bill Miller,62° F,9mph from Right to Left,Overcast,1:21 p.m. Local,Wrigley Field,grass,750,2019
50,201905240,boxscore,NYM,DET,L,8,9,,24-26,3, 5.5,Farmer,Gagnon,Greene,3:12,N,"27,082",-,,True,Gabe Morales,Marty Foster,Jerry Meals,Ron Kulpa,71° F,15mph from Left to Right,Cloudy,7:11 p.m. Local,Citi Field,grass,751,2019
48,201905240,boxscore,PIT,LAD,L,2,10,,25-23,3, 3.5,Buehler,Feliz,,3:15,N,"32,388",-,,True,Carlos Torres,Nic Lentz,Dana DeMuth,Angel Hernandez,76° F,7mph from Left to Right,Cloudy,7:07 p.m. Local,PNC Park,grass,752,2019
50,201905250,boxscore,CHC,CIN,W,8,6,,30-20,1,up 2.5,Maples,Hughes,Chatwood,3:13,D,"40,929",+,,True,Jeremie Rehak,Doug Eddings,Bill Miller,Chris Conroy,76° F,16mph from Left to Right,Cloudy,1:20 p.m. Local,Wrigley Field,grass,753,2019
51,201905250,boxscore,MIN,CHW,W,8,1,,35-16,1,up 9.0,Gibson,Banuelos,,3:16,D,"39,139",+++++,,True,Larry Vanover,David Rackley,Jim Reynolds,Sean Barber,66° F,14mph from Right to Left,Cloudy,1:11 p.m. Local,Target Field,grass,754,2019
52,201905250,boxscore,TOR,SDP,L,4,19,,20-32,4, 14.5,Quantrill,Jackson,,3:04,D,"24,212",----,,True,Todd Tichenor,Tom Hallion,Adam Hamari,Phil Cuzzi,68° F,0mph,In Dome,3:08 p.m. Local,Rogers Centre,turf,755,2019
51,201905250,boxscore,CLE,TBR,L,2,6,,26-25,2, 9.0,Morton,Carrasco,,2:55,D,"25,882",-,,True,Andy Fletcher,Will Little,Joe West,Eric Cooper,65° F,16mph out to Rightfield,Cloudy,6:58 p.m. Local,Progressive Field,grass,756,2019
53,201905250,boxscore,HOU,BOS,W-wo,4,3,,35-18,1,up 7.0,Osuna,Barnes,,3:28,N,"40,722",++,,True,Scott Barry,Tripp Gibson,Jansen Visconti,Alfonso Marquez,73° F,0mph,In Dome,6:15 p.m. Local,Minute Maid Park,grass,757,2019
53,201905250,boxscore,MIL,PHI,L,2,7,,29-24,2, 2.5,Arrieta,Chacin,,2:52,D,"42,475",--,,True,Mike Estabrook,Ryan Blakney,Bruce Dreckman,Paul Emmel,80° F,13mph from Right to Left,Sunny,3:11 p.m. Local,Miller Park,grass,758,2019
51,201905250,boxscore,LAA,TEX,W-wo,3,2,,23-28,4, 11.0,Robles,Kelley,,3:11,N,"36,392",+,,True,Alan Porter,Roberto Ortiz,Stu Scheurwater,Mark Wegner,64° F,8mph out to Centerfield,Sunny,7:10 p.m. Local,Angel Stadium of Anaheim,grass,759,2019
52,201905250,boxscore,WSN,MIA,W,5,0,,21-31,4, 10.0,Corbin,Alcantara,,2:25,D,"33,163",++,,True,Tim Timmons,Chad Whitson,Mike Muchlinski,Mike Winters,82° F,6mph out to Leftfield,Sunny,4:05 p.m. Local,Nationals Park,grass,760,2019
50,201905250,boxscore,COL,BAL,L,6,9,,23-27,4, 10.0,Cashner,Freeland,Lucas,3:12,N,"41,239",-,,True,Gary Cederstrom,Marvin Hudson,Adrian Johnson,Quinn Wolcott,74° F,3mph out to Rightfield,Cloudy,7:11 p.m. Local,Coors Field,grass,761,2019
53,201905250,boxscore,OAK,SEA,W,6,5,,28-25,2, 7.0,Fiers,Kikuchi,Treinen,2:52,D,"18,975",+++++++++,,True,Lance Barrett,Chris Guccione,Mike Everitt,Bill Welke,66° F,6mph out to Centerfield,Cloudy,1:07 p.m. Local,Oakland-Alameda County Coliseum,grass,762,2019
51,201905250,boxscore,STL,ATL,W,6,3,,26-25,3, 4.5,Miller,Winkler,Hicks,2:40,N,"45,760",+,,True,Vic Carapazza,Hunter Wendelstedt,Mark Carlson,Jordan Baker,90° F,7mph from Right to Left,Cloudy,6:15 p.m. Local,Busch Stadium III,grass,763,2019
51,201905250,boxscore,SFG,ARI,L,4,10,,21-30,5, 12.5,Clarke,Suarez,,3:06,D,"31,531",----,,True,Mark Ripperger,Tom Woodring,Brian O'Nora,James Hoye,62° F,9mph out to Centerfield,Cloudy,1:05 p.m. Local,Oracle Park,grass,764,2019
51,201905250,boxscore,NYM,DET,W-wo,5,4,13,25-26,3, 5.5,Santiago,Farmer,,4:11,D,"40,691",+,,True,Marty Foster,Jerry Meals,Ron Kulpa,Gabe Morales,67° F,18mph out to Leftfield,Sunny,4:10 p.m. Local,Citi Field,grass,765,2019
49,201905250,boxscore,PIT,LAD,L,2,7,,25-24,3, 4.5,Ryu,Musgrove,,3:12,N,"25,852",--,,True,Nic Lentz,Dana DeMuth,Angel Hernandez,Carlos Torres,70° F,11mph from Right to Left,Cloudy,9:03 p.m. Local,PNC Park,grass,766,2019
50,201905251,boxscore,KCR,NYY,L,3,7,,17-33,5, 18.0,Happ,Barlow,,2:42,D,"25,243",--,2019-05-24 (Inclement weather),True,CB Bucknor,John Libka,Fieldin Culbreth,D.J. Reyburn,82° F,15mph from Right to Left,Cloudy,1:15 p.m. Local,Kauffman Stadium,grass,767,2019
51,201905252,boxscore,KCR,NYY,L,5,6,,17-34,5, 18.0,Adams,Lopez,Chapman,3:07,N,"18,599",---,,True,Ramon De Jesus,Fieldin Culbreth,D.J. Reyburn,John Libka,79° F,8mph from Left to Right,Cloudy,7:15 p.m. Local,Kauffman Stadium,grass,768,2019
54,201905260,boxscore,HOU,BOS,L,1,4,,35-19,1,up 6.0,Rodriguez,Verlander,Walden,3:06,D,"41,502",-,,True,Tripp Gibson,Jansen Visconti,Alfonso Marquez,Scott Barry,73° F,0mph,In Dome,1:10 p.m. Local,Minute Maid Park,grass,769,2019
52,201905260,boxscore,STL,ATL,L,3,4,10,26-26,3, 4.5,Webb,Webb,Jackson,4:07,N,"45,152",-,,True,Hunter Wendelstedt,Mark Carlson,Jordan Baker,Vic Carapazza,83° F,6mph out to Rightfield,Cloudy,6:08 p.m. Local,Busch Stadium III,grass,770,2019
53,201905260,boxscore,TOR,SDP,W,10,1,,21-32,4, 13.5,Stroman,Erlin,,3:08,D,"24,462",+,,True,Tom Hallion,Adam Hamari,Phil Cuzzi,Todd Tichenor,68° F,0mph,In Dome,1:08 p.m. Local,Rogers Centre,turf,771,2019
54,201905260,boxscore,OAK,SEA,W,7,1,,29-25,2, 6.0,Anderson,Leake,,2:38,D,"14,664",++++++++++,,True,Chris Guccione,Mike Everitt,Bill Welke,Lance Barrett,60° F,22mph out to Rightfield,Cloudy,1:07 p.m. Local,Oakland-Alameda County Coliseum,grass,772,2019
53,201905260,boxscore,WSN,MIA,W,9,6,,22-31,4, 9.0,Fedde,Smith,,3:06,D,"26,365",+++,,True,Chad Whitson,Mike Muchlinski,Mike Winters,Tim Timmons,87° F,8mph out to Centerfield,Cloudy,1:35 p.m. Local,Nationals Park,grass,773,2019
52,201905260,boxscore,SFG,ARI,L,2,6,,21-31,5, 13.5,Weaver,Anderson,Holland,3:17,D,"37,017",-----,,True,Tom Woodring,Brian O'Nora,James Hoye,Mark Ripperger,57° F,22mph out to Centerfield,Cloudy,1:09 p.m. Local,Oracle Park,grass,774,2019
52,201905260,boxscore,CLE,TBR,L,3,6,,26-26,2, 10.0,Beeks,Bauer,Alvarado,3:18,D,"20,288",--,,True,Will Little,Joe West,Eric Cooper,Andy Fletcher,70° F,6mph from Left to Right,Cloudy,1:11 p.m. Local,Progressive Field,grass,775,2019
51,201905260,boxscore,CHC,CIN,L,2,10,,30-21,1,up 1.5,Roark,Quintana,,3:27,D,"40,884",-,,True,Doug Eddings,Bill Miller,Chris Conroy,Jeremie Rehak,67° F,4mph from Left to Right,Overcast,1:21 p.m. Local,Wrigley Field,grass,776,2019
52,201905260,boxscore,NYM,DET,W,4,3,,26-26,3, 4.5,Wheeler,Turnbull,Diaz,2:33,D,"31,414",++,,True,Jerry Meals,Ron Kulpa,Gabe Morales,Marty Foster,86° F,10mph out to Rightfield,Sunny,1:10 p.m. Local,Citi Field,grass,777,2019
52,201905260,boxscore,KCR,NYY,W-wo,8,7,10,18-34,5, 18.0,McCarthy,Holder,,3:17,D,"21,499",+,,True,Fieldin Culbreth,D.J. Reyburn,CB Bucknor,Ramon De Jesus,78° F,9mph from Right to Left,Cloudy,1:16 p.m. Local,Kauffman Stadium,grass,778,2019
50,201905260,boxscore,PIT,LAD,L,7,11,,25-25,3, 4.5,Maeda,Archer,,3:44,D,"25,260",---,,True,Dana DeMuth,Angel Hernandez,Carlos Torres,Nic Lentz,74° F,10mph out to Centerfield,Overcast,1:38 p.m. Local,PNC Park,grass,779,2019
51,201905260,boxscore,COL,BAL,W-wo,8,7,,24-27,4, 10.0,Oberg,Fry,,3:28,D,"46,815",+,,True,Marvin Hudson,Adrian Johnson,Quinn Wolcott,Gary Cederstrom,68° F,10mph out to Centerfield,Cloudy,1:12 p.m. Local,Coors Field,grass,780,2019
54,201905260,boxscore,MIL,PHI,W,9,1,,30-24,2, 1.5,Woodruff,Eflin,,2:49,D,"44,174",+,,True,Ryan Blakney,Bruce Dreckman,Paul Emmel,Mike Estabrook,69° F,8mph in from Leftfield,Sunny,1:11 p.m. Local,Miller Park,grass,781,2019
52,201905260,boxscore,MIN,CHW,W,7,0,,36-16,1,up10.0,Odorizzi,Covey,,2:55,D,"39,913",++++++,,True,David Rackley,Jim Reynolds,Sean Barber,Larry Vanover,68° F,6mph from Left to Right,Sunny,1:13 p.m. Local,Target Field,grass,782,2019
52,201905260,boxscore,LAA,TEX,W,7,6,,24-28,4, 10.0,Garcia,Springs,Anderson,3:27,D,"39,406",++,,True,Roberto Ortiz,Stu Scheurwater,Mark Wegner,Alan Porter,60° F,7mph out to Centerfield,Cloudy,1:08 p.m. Local,Angel Stadium of Anaheim,grass,783,2019
